account_id,customer_id,account_type,account_open_date,branch_id,account_status,balance
A000458,C00875,Salary,2026-01-20,B007,Inactive,137743.76
A000459,C00478,Business,2020-10-28,B006,Closed,379751.84
A000460,C00049,Salary,2024-02-13,B007,Closed,224981.89
A000461,C00402,Current,2026-07-30,B006,Active,440169.13
A000462,C00756,Current,2026-05-09,B007,Active,458580.62
A000463,C00169,Salary,2024-06-05,B005,Active,313371.35
A000464,C00029,Business,2025-07-20,B007,Active,296672.85
A000465,C00861,Salary,2022-11-20,B004,Active,237314.69
A000466,C00853,Savings,2022-10-25,B006,Closed,397261.45
A000467,C00795,Business,2025-10-26,B002,Closed,223781.64
A000468,C00088,Savings,2025-03-27,B001,Inactive,157326.44
A000469,C00802,Current,2025-11-27,B001,Inactive,28339.63
A000470,C00068,Savings,2021-10-17,B001,Closed,27049.37
A000471,C00412,Savings,2022-05-11,B010,Inactive,117322.88
A000472,C00807,Savings,2019-11-30,B008,Inactive,232640.34
A000473,C00902,Savings,2021-11-01,B006,Closed,468854.84
A000474,C00465,Salary,2026-05-06,B010,Active,54895.29
A000475,C00610,Savings,2026-07-01,B010,Active,452280.63
A000476,C00653,Salary,2025-03-22,B006,Inactive,241218.25
A000477,C00191,Current,2021-08-25,B003,Active,31185.1
A000478,C00599,Business,2023-02-21,B009,Closed,377432.44
A000479,C00598,Current,2023-02-23,B003,Inactive,155028.53
A000480,C00299,Salary,2022-10-16,B001,Closed,293633.52
A000481,C00059,Current,2025-01-05,B009,Closed,429492.4
A000482,C00353,Current,2021-11-26,B004,Closed,454341.61
A000483,C00350,Current,2025-11-13,B008,Closed,346228.66
A000484,C00615,Salary,2021-05-24,B010,Closed,481569.38
A000485,C00429,Salary,2023-04-11,B003,Active,227696.74
A000486,C00508,Current,2026-03-01,B001,Closed,112289.52
A000487,C00478,Current,2024-01-20,B004,Inactive,367558.5
A000488,C00827,Business,2022-12-02,B004,Inactive,92938.01
A000489,C00372,Savings,2026-07-24,B002,Inactive,15978.78
A000490,C00146,Salary,2025-05-06,B008,Active,316035.95
A000491,C00045,Savings,2022-08-07,B004,Active,142766.34
A000492,C00907,Salary,2024-03-07,B003,Inactive,423919.56
A000493,C00183,Current,2023-11-17,B001,Active,421597.83
A000494,C00022,Current,2025-07-02,B007,Closed,393919.63
A000495,C00347,Current,2025-05-23,B005,Inactive,120834.82
A000496,C00677,Current,2022-06-17,B009,Closed,440950.23
A000497,C00122,Current,2025-11-26,B003,Active,96648.96
A000498,C00712,Salary,2022-05-24,B006,Closed,215340.54
A000499,C00944,Savings,2023-11-23,B010,Closed,95361.98
A000500,C00302,Current,2020-08-18,B006,Active,27576.23
A000501,C00894,Current,2023-06-30,B009,Closed,443031.31
A000502,C00745,Savings,2024-04-15,B008,Closed,307828.34
A000503,C00521,Business,2024-10-04,B009,Inactive,249795.3
A000504,C00184,Salary,2021-06-06,B006,Closed,347560.33
A000505,C00486,Salary,2021-02-01,B010,Inactive,319414.69
A000506,C00666,Savings,2020-02-02,B004,Active,447547.43
A000507,C00884,Current,2021-07-26,B007,Active,153693.52
A000508,C00586,Current,2022-05-29,B006,Inactive,275725.43
A000509,C00770,Savings,2025-02-16,B005,Inactive,259891.54
A000510,C00598,Savings,2024-01-21,B008,Closed,310941.78
A000511,C00462,Business,2021-11-09,B007,Inactive,184388.46
A000512,C00325,Salary,2021-01-21,B007,Active,90603.3
A000513,C00272,Savings,2024-01-06,B006,Active,147964.39
A000514,C00526,Savings,2021-01-03,B005,Active,50106.15
A000515,C00369,Savings,2025-11-01,B009,Active,167545.16
A000516,C00257,Salary,2022-12-11,B005,Active,353115.68
A000517,C00876,Salary,2025-02-02,B001,Inactive,141640.79
A000518,C00802,Business,2022-10-01,B007,Closed,379145.23
A000519,C00484,Current,2026-07-03,B007,Active,114236.22
A000520,C00486,Current,2024-04-13,B009,Closed,393201.35
A000521,C00740,Business,2021-05-19,B006,Active,157224.34
A000522,C00440,Business,2024-07-12,B004,Inactive,225536.0
A000523,C00031,Salary,2020-05-16,B003,Closed,437001.36
A000524,C00966,Savings,2023-03-18,B008,Closed,417315.14
A000525,C00231,Business,2022-10-29,B007,Closed,376560.47
A000526,C00307,Salary,2020-08-09,B010,Active,284221.14
A000527,C00945,Current,2026-04-11,B003,Inactive,284527.25
A000528,C00936,Business,2019-11-16,B007,Active,474397.64
A000529,C00548,Business,2025-12-03,B004,Inactive,55210.54
A000530,C00986,Business,2020-04-01,B005,Active,86540.41
A000531,C00182,Savings,2020-06-08,B010,Inactive,14392.41
A000532,C00072,Business,2024-05-27,B005,Active,117286.67
A000533,C00072,Business,2020-10-03,B001,Inactive,259747.31
A000534,C00335,Business,2024-09-16,B007,Active,494807.97
A000535,C00550,Business,2025-03-10,B008,Closed,35312.73
A000536,C00134,Current,2024-04-27,B005,Inactive,409130.16
A000537,C00163,Salary,2021-04-24,B010,Active,251735.04
A000538,C00283,Current,2021-06-28,B001,Active,223420.06
A000539,C00620,Current,2022-02-27,B009,Inactive,455240.97
A000540,C00472,Business,2021-02-17,B010,Active,368908.06
A000541,C00662,Business,2023-05-29,B006,Closed,421477.1
A000542,C00401,Current,2023-04-20,B007,Active,90609.48
A000543,C00469,Business,2021-10-16,B003,Closed,284739.02
A000544,C00716,Savings,2022-03-23,B004,Active,137614.36
A000545,C00299,Savings,2020-08-09,B004,Inactive,206227.8
A000546,C00125,Salary,2020-06-08,B002,Active,252693.03
A000547,C00420,Business,2022-12-24,B003,Inactive,104478.68
A000548,C00474,Savings,2026-02-19,B002,Closed,347548.37
A000549,C00391,Salary,2021-06-16,B007,Active,198940.49
A000550,C00257,Savings,2026-07-08,B003,Inactive,335477.49
A000551,C00497,Business,2021-06-06,B002,Active,274665.84
A000552,C00731,Business,2023-12-02,B003,Inactive,410392.92
A000553,C00175,Savings,2024-10-29,B010,Active,89441.07
A000554,C00548,Business,2025-03-30,B003,Active,336024.69
A000555,C00694,Salary,2026-07-06,B003,Inactive,179685.41
A000556,C00732,Savings,2024-03-16,B009,Active,221587.01
A000557,C00857,Savings,2026-02-06,B007,Closed,154853.8
A000558,C00613,Savings,2026-01-18,B001,Inactive,383790.0
A000559,C00384,Current,2023-11-02,B004,Active,9003.18
A000560,C00015,Salary,2026-04-28,B004,Closed,334805.78
A000561,C00982,Savings,2024-02-29,B003,Closed,84356.58
A000562,C00525,Savings,2021-12-22,B006,Inactive,281465.0
A000563,C00640,Current,2024-07-05,B009,Inactive,469522.69
A000564,C00238,Current,2025-04-13,B002,Inactive,162360.55
A000565,C00412,Salary,2026-06-20,B001,Inactive,107171.2
A000566,C00068,Salary,2024-03-02,B010,Inactive,22925.53
A000567,C00421,Salary,2024-03-08,B010,Inactive,491568.14
A000568,C00730,Current,2025-06-29,B005,Active,300333.71
A000569,C00695,Current,2022-04-12,B006,Active,318041.37
A000570,C00872,Business,2023-01-26,B002,Inactive,9806.75
A000571,C00460,Business,2020-01-28,B009,Closed,371165.15
A000572,C00602,Savings,2020-12-27,B004,Active,308557.99
A000573,C00317,Current,2025-03-30,B007,Active,310263.35
A000574,C00141,Salary,2025-12-18,B008,Inactive,101803.88
A000575,C00210,Savings,2022-06-03,B004,Closed,299439.52
A000576,C00757,Salary,2021-08-29,B003,Inactive,159451.79
A000577,C00534,Business,2026-03-11,B005,Active,115276.0
A000578,C00351,Current,2022-12-03,B004,Closed,27982.92
A000579,C00821,Current,2023-11-07,B010,Inactive,261214.49
A000580,C00453,Savings,2024-07-30,B002,Inactive,35922.48
A000581,C00054,Current,2024-06-23,B004,Active,46787.94
A000582,C00563,Current,2019-12-28,B004,Closed,40004.09
A000583,C00319,Current,2021-05-25,B004,Active,212584.37
A000584,C00311,Salary,2023-11-05,B010,Inactive,483895.18
A000585,C00279,Business,2024-05-18,B002,Inactive,199723.99
A000586,C00483,Business,2024-10-02,B007,Closed,305087.72
A000587,C00779,Current,2021-10-10,B008,Active,381202.72
A000588,C00875,Savings,2021-11-04,B005,Closed,269061.64
A000589,C00745,Current,2020-06-08,B005,Inactive,232361.97
A000590,C00291,Business,2021-07-20,B009,Closed,240941.32
A000591,C00140,Business,2022-11-25,B004,Active,458149.84
A000592,C00014,Salary,2026-08-03,B008,Inactive,462919.84
A000593,C00994,Salary,2022-03-18,B007,Inactive,154597.6
A000594,C00073,Business,2020-01-15,B001,Active,193028.18
A000595,C00167,Current,2020-04-17,B007,Inactive,385863.92
A000596,C00522,Business,2022-09-23,B006,Closed,29794.6
A000597,C00949,Business,2022-04-25,B004,Active,239385.05
A000598,C00647,Savings,2022-08-01,B003,Inactive,303112.38
A000599,C00261,Current,2024-12-25,B010,Closed,475937.34
A000600,C00013,Savings,2024-10-28,B002,Closed,356093.12
A000601,C00408,Savings,2022-04-29,B009,Active,438127.08
A000602,C00850,Business,2024-10-10,B005,Closed,151807.56
A000603,C00675,Business,2020-08-28,B010,Inactive,367232.79
A000604,C00112,Salary,2025-08-21,B003,Inactive,374616.31
A000605,C00716,Salary,2022-03-04,B001,Active,408378.3
A000606,C00100,Savings,2026-08-14,B007,Closed,209004.32
A000607,C00751,Business,2023-05-27,B003,Active,187951.04
A000608,C00203,Business,2025-02-16,B003,Closed,474293.17
A000609,C00581,Current,2021-08-01,B003,Active,30432.05
A000610,C00829,Current,2024-08-02,B005,Inactive,220924.49
A000611,C00890,Current,2025-05-30,B002,Inactive,43767.82
A000612,C00284,Savings,2025-03-28,B006,Active,293237.55
A000613,C00497,Savings,2021-04-11,B001,Active,133774.29
A000614,C00682,Savings,2026-07-22,B002,Active,261644.94
A000615,C00385,Salary,2026-07-22,B008,Inactive,378698.91
A000616,C00345,Salary,2021-10-26,B006,Inactive,408606.75
A000617,C00682,Business,2022-08-02,B007,Closed,29563.53
A000618,C00895,Salary,2022-08-23,B002,Active,229002.71
A000619,C00743,Current,2022-02-17,B001,Closed,62324.38
A000620,C00287,Current,2020-09-07,B006,Inactive,309557.5
A000621,C00528,Business,2021-04-22,B004,Active,493104.52
A000622,C00018,Salary,2023-01-09,B001,Closed,163437.07
A000623,C00240,Business,2021-08-27,B007,Closed,306683.58
A000624,C00357,Business,2025-09-21,B008,Closed,428692.9
A000625,C00752,Business,2025-07-05,B005,Closed,98343.4
A000626,C00891,Savings,2025-01-11,B003,Inactive,398613.56
A000627,C00853,Business,2023-04-04,B003,Inactive,477570.56
A000628,C00679,Current,2021-03-25,B004,Active,86046.07
A000629,C00109,Business,2025-08-19,B001,Active,464572.73
A000630,C00925,Business,2022-12-22,B005,Active,359868.32
A000631,C00975,Savings,2021-04-18,B003,Closed,317140.55
A000632,C00093,Salary,2021-02-12,B004,Closed,383402.36
A000633,C00067,Salary,2019-11-25,B007,Closed,371740.94
A000634,C00670,Business,2022-05-10,B004,Active,130287.88
A000635,C00090,Savings,2023-05-17,B002,Inactive,370550.03
A000636,C00763,Savings,2024-07-11,B010,Inactive,64581.32
A000637,C00977,Business,2023-02-14,B010,Closed,1837.57
A000638,C00605,Current,2025-12-10,B007,Inactive,160501.85
A000639,C00817,Current,2022-07-17,B009,Closed,301207.2
A000640,C00110,Business,2024-02-23,B001,Closed,426328.65
A000641,C00149,Salary,2023-02-03,B004,Inactive,340310.48
A000642,C00616,Salary,2024-12-25,B003,Closed,333010.0
A000643,C00614,Salary,2026-04-02,B005,Closed,495177.22
A000644,C00281,Business,2025-04-02,B004,Inactive,146456.06
A000645,C00061,Salary,2022-05-31,B003,Closed,106095.93
A000646,C00718,Savings,2024-02-11,B003,Inactive,363970.34
A000647,C00835,Current,2023-04-13,B001,Closed,196750.5
A000648,C00695,Business,2021-11-24,B006,Inactive,196140.48
A000649,C00745,Salary,2020-09-18,B005,Closed,461608.83
A000650,C00404,Savings,2020-06-28,B003,Inactive,376380.97
A000651,C00887,Savings,2020-02-16,B005,Inactive,327662.36
A000652,C00141,Business,2020-02-29,B008,Inactive,448711.83
A000653,C00224,Current,2024-04-13,B001,Inactive,363252.8
A000654,C00105,Current,2020-03-07,B007,Inactive,340043.19
A000655,C00949,Savings,2024-09-30,B002,Inactive,487105.22
A000656,C00968,Savings,2024-08-15,B002,Closed,325398.8
A000657,C00445,Current,2019-12-25,B007,Active,17962.42
A000658,C00407,Business,2023-12-08,B005,Closed,298481.58
A000659,C00669,Business,2024-09-13,B002,Inactive,432583.0
A000660,C00282,Business,2022-05-08,B006,Active,60880.19
A000661,C00125,Business,2025-09-16,B009,Active,12490.35
A000662,C00587,Business,2020-03-18,B005,Closed,372934.29
A000663,C00186,Business,2019-12-27,B008,Closed,351665.76
A000664,C00586,Current,2023-04-16,B002,Inactive,32685.65
A000665,C00190,Business,2020-08-10,B001,Inactive,278474.02
A000666,C00803,Business,2020-08-14,B002,Closed,418734.83
A000667,C00731,Savings,2020-08-04,B004,Closed,448903.55
A000668,C00883,Current,2024-08-10,B001,Closed,224169.21
A000669,C00126,Savings,2023-02-10,B003,Closed,103908.72
A000670,C00090,Salary,2024-10-29,B001,Active,489984.29
A000671,C00306,Salary,2020-12-16,B009,Active,212102.61
A000672,C00255,Salary,2026-08-20,B001,Closed,452405.14
A000673,C00675,Business,2023-05-07,B003,Closed,245730.97
A000674,C00536,Salary,2023-02-16,B010,Closed,255784.58
A000675,C00679,Savings,2025-07-11,B004,Active,94848.75
A000676,C00877,Current,2023-04-11,B003,Closed,276483.24
A000677,C00368,Salary,2020-01-01,B003,Closed,311534.06
A000678,C00564,Salary,2025-10-20,B005,Inactive,325234.7
A000679,C00410,Business,2024-10-21,B002,Inactive,338586.31
A000680,C00549,Current,2025-01-11,B002,Closed,366604.77
A000681,C00732,Salary,2024-06-22,B010,Closed,324237.78
A000682,C00620,Current,2020-11-25,B007,Active,158863.81
A000683,C00389,Savings,2021-10-09,B010,Active,39684.77
A000684,C00545,Savings,2025-03-28,B009,Inactive,33913.72
A000685,C00372,Salary,2025-08-21,B005,Active,434558.83
A000686,C00281,Savings,2024-02-08,B002,Inactive,489763.12
A000687,C00388,Savings,2024-02-22,B002,Active,263711.36
A000688,C00603,Business,2023-03-14,B002,Closed,175101.21
A000689,C00887,Salary,2020-03-21,B009,Inactive,304126.01
A000690,C00175,Salary,2026-02-05,B007,Active,173241.27
A000691,C00565,Business,2020-09-03,B008,Closed,64658.53
A000692,C00704,Current,2026-07-13,B003,Active,190021.53
A000693,C00055,Salary,2023-08-21,B004,Closed,304742.79
A000694,C00188,Business,2021-07-02,B006,Inactive,251612.39
A000695,C00976,Business,2023-07-18,B009,Closed,440812.47
A000696,C00313,Savings,2024-01-26,B005,Inactive,385518.62
A000697,C00650,Savings,2025-08-16,B002,Closed,120778.33
A000698,C00170,Savings,2025-08-02,B002,Closed,143639.58
A000699,C00828,Savings,2021-02-09,B007,Closed,254832.5
A000700,C00492,Business,2025-02-08,B009,Closed,498979.26
A000701,C00715,Savings,2020-08-31,B007,Active,308527.02
A000702,C00732,Business,2026-07-22,B009,Closed,173185.25
A000703,C00701,Savings,2020-09-17,B010,Inactive,482359.04
A000704,C00926,Current,2020-10-06,B003,Active,184158.42
A000705,C00527,Salary,2025-02-20,B001,Inactive,248258.42
A000706,C00383,Savings,2024-09-21,B006,Closed,125632.85
A000707,C00872,Savings,2020-08-03,B005,Inactive,242079.22
A000708,C00219,Savings,2023-09-01,B010,Inactive,109514.13
A000709,C00952,Savings,2023-03-21,B008,Closed,424327.54
A000710,C00365,Savings,2025-12-28,B010,Inactive,164947.35
A000711,C00110,Savings,2022-09-01,B006,Closed,93892.7
A000712,C00010,Savings,2022-08-29,B007,Inactive,99574.67
A000713,C00527,Current,2020-09-13,B007,Active,456641.45
A000714,C00160,Salary,2026-07-23,B004,Inactive,198284.05
A000715,C00374,Business,2023-04-13,B003,Closed,405960.38
A000716,C00450,Business,2025-06-01,B003,Active,177515.15
A000717,C00006,Salary,2021-10-08,B004,Active,95593.97
A000718,C00137,Business,2026-03-09,B007,Closed,166275.54
A000719,C00165,Current,2026-04-13,B008,Closed,491481.42
A000720,C00432,Business,2025-04-21,B009,Inactive,400110.22
A000721,C00333,Business,2025-03-17,B009,Closed,461857.06
A000722,C00135,Savings,2022-04-11,B002,Active,63935.67
A000723,C00513,Savings,2022-10-11,B004,Active,339476.85
A000724,C00440,Savings,2022-10-19,B007,Inactive,145443.85
A000725,C00085,Business,2021-03-09,B004,Closed,77095.37
A000726,C00192,Current,2020-11-25,B005,Active,432219.24
A000727,C00683,Business,2023-11-11,B004,Inactive,353523.99
A000728,C00718,Current,2025-06-24,B004,Closed,314825.05
A000729,C00235,Savings,2024-12-19,B003,Inactive,20144.85
A000730,C00952,Current,2024-06-24,B007,Active,308617.21
A000731,C00886,Savings,2025-08-13,B007,Inactive,262960.62
A000732,C00228,Salary,2024-01-16,B007,Inactive,31613.51
A000733,C00660,Savings,2021-11-05,B005,Active,135353.8
A000734,C00966,Salary,2023-06-28,B007,Active,160600.6
A000735,C00187,Savings,2026-02-07,B001,Active,330554.95
A000736,C00218,Salary,2023-01-11,B008,Inactive,454332.51
A000737,C00442,Current,2025-07-04,B005,Inactive,182427.04
A000738,C00115,Savings,2023-03-23,B001,Closed,276332.35
A000739,C00340,Salary,2025-03-05,B006,Closed,389625.35
A000740,C00620,Salary,2020-09-14,B004,Closed,138697.53
A000741,C00394,Savings,2020-01-31,B002,Active,315149.76
A000742,C00124,Savings,2019-11-20,B010,Closed,408887.17
A000743,C00722,Business,2024-06-21,B002,Active,470967.18
A000744,C00309,Business,2022-10-16,B004,Closed,360663.96
A000745,C00131,Current,2026-02-22,B007,Closed,356089.96
A000746,C00999,Salary,2020-05-08,B006,Inactive,315302.45
A000747,C00933,Business,2025-04-27,B002,Inactive,210083.08
A000748,C00810,Savings,2020-12-26,B003,Closed,137800.17
A000749,C00297,Savings,2025-03-10,B010,Active,397400.8
A000750,C00759,Business,2024-07-02,B008,Closed,266702.46
A000751,C00995,Savings,2020-11-16,B003,Inactive,375613.17
A000752,C00576,Business,2022-04-30,B007,Closed,136475.6
A000753,C00004,Current,2024-07-28,B010,Active,296464.26
A000754,C00901,Business,2026-07-15,B009,Closed,360569.0
A000755,C00311,Current,2023-09-25,B005,Closed,134988.81
A000756,C00176,Current,2025-04-20,B001,Closed,119870.17
A000757,C00655,Current,2026-03-13,B005,Active,135946.99
A000758,C00658,Current,2026-01-21,B004,Closed,58976.23
A000759,C00648,Salary,2022-09-27,B006,Active,473267.49
A000760,C00271,Current,2020-06-23,B007,Closed,148152.77
A000761,C00641,Savings,2025-12-29,B006,Active,365507.86
A000762,C00181,Salary,2023-07-02,B001,Closed,329001.48
A000763,C00109,Business,2020-02-04,B005,Closed,317518.47
A000764,C00212,Business,2020-06-16,B004,Inactive,135127.96
A000765,C00645,Business,2020-02-11,B003,Inactive,116629.85
A000766,C00378,Current,2021-10-08,B008,Active,248484.63
A000767,C00190,Current,2021-06-26,B004,Closed,245768.67
A000768,C00664,Salary,2024-08-12,B001,Inactive,82296.41
A000769,C00838,Business,2024-08-23,B010,Active,35657.61
A000770,C00437,Current,2025-10-29,B008,Closed,485222.35
A000771,C00742,Current,2025-07-06,B001,Closed,50765.24
A000772,C00022,Savings,2022-05-01,B001,Closed,467404.19
A000773,C00255,Savings,2025-02-25,B005,Active,469360.6
A000774,C00014,Savings,2019-11-29,B002,Closed,368329.62
A000775,C00874,Savings,2022-11-03,B004,Active,240732.29
A000776,C00914,Business,2020-04-28,B003,Inactive,166546.4
A000777,C00250,Savings,2024-11-26,B009,Closed,134460.86
A000778,C00127,Savings,2020-07-16,B001,Active,272776.41
A000779,C00524,Business,2025-06-26,B003,Active,456171.31
A000780,C00233,Business,2026-05-14,B007,Active,177301.65
A000781,C00232,Business,2023-06-03,B002,Inactive,85609.97
A000782,C00230,Savings,2025-05-26,B005,Inactive,39068.68
A000783,C00122,Salary,2022-11-23,B002,Active,302648.68
A000784,C00439,Salary,2024-08-21,B010,Active,340037.22
A000785,C00915,Salary,2024-12-13,B010,Inactive,174844.46
A000786,C00278,Business,2025-06-21,B006,Inactive,405548.99
A000787,C00808,Savings,2025-10-12,B003,Closed,74147.95
A000788,C00400,Business,2024-12-23,B008,Active,57468.85
A000789,C00983,Salary,2021-11-04,B003,Active,162203.65
A000790,C00187,Business,2025-03-16,B006,Inactive,247609.03
A000791,C00711,Business,2021-03-28,B010,Closed,167399.11
A000792,C00393,Business,2023-11-17,B009,Inactive,269834.87
A000793,C00546,Current,2021-02-10,B007,Active,290901.0
A000794,C00540,Current,2021-11-27,B002,Active,181493.01
A000795,C00872,Savings,2024-05-10,B006,Closed,237489.25
A000796,C00944,Savings,2025-02-19,B001,Inactive,181068.41
A000797,C00302,Business,2025-01-27,B003,Closed,485937.98
A000798,C00249,Current,2021-11-30,B004,Active,373750.68
A000799,C00986,Current,2025-04-27,B007,Closed,14147.09
A000800,C00381,Savings,2021-11-15,B002,Closed,291221.93
A000801,C00858,Current,2021-04-15,B001,Active,183256.86
A000802,C00251,Savings,2025-10-01,B001,Closed,415702.93
A000803,C00154,Current,2021-12-19,B008,Closed,70916.09
A000804,C00716,Salary,2020-09-20,B008,Inactive,361556.15
A000805,C00801,Savings,2021-08-28,B005,Active,78787.78
A000806,C00619,Current,2026-04-11,B009,Active,6422.92
A000807,C00697,Business,2021-11-19,B009,Closed,414929.6
A000808,C00514,Salary,2020-03-21,B004,Inactive,465793.67
A000809,C00997,Savings,2023-08-03,B009,Inactive,488985.22
A000810,C00761,Current,2025-03-26,B007,Closed,28942.41
A000811,C00189,Savings,2022-03-28,B008,Inactive,157281.64
A000812,C00848,Business,2022-02-03,B003,Active,401866.29
A000813,C00200,Salary,2021-11-17,B002,Active,39826.48
A000814,C00798,Salary,2019-11-15,B001,Active,141821.26
A000815,C00110,Savings,2020-07-24,B004,Closed,6477.53
A000816,C00193,Current,2023-03-03,B001,Active,135314.84
A000817,C00579,Savings,2020-03-29,B010,Inactive,23794.63
A000818,C00096,Salary,2023-02-09,B001,Inactive,376088.04
A000819,C00513,Current,2022-03-04,B006,Inactive,363118.37
A000820,C00720,Savings,2025-03-08,B006,Inactive,448359.08
A000821,C00104,Current,2020-12-27,B001,Closed,398238.58
A000822,C00601,Savings,2021-04-15,B005,Active,76617.37
A000823,C00081,Savings,2021-06-11,B004,Active,403930.54
A000824,C00788,Current,2025-01-21,B009,Closed,496147.16
A000825,C00953,Salary,2020-10-07,B008,Active,170171.33
A000826,C00639,Business,2022-08-06,B001,Closed,387313.33
A000827,C00245,Current,2022-04-16,B010,Closed,38424.15
A000828,C00581,Business,2024-12-04,B002,Active,72168.64
A000829,C00561,Savings,2023-03-02,B008,Active,227949.12
A000830,C00957,Salary,2024-09-24,B003,Active,140778.54
A000831,C00362,Savings,2022-07-24,B002,Active,355616.86
A000832,C00265,Business,2021-06-20,B005,Inactive,325495.75
A000833,C00963,Savings,2025-01-22,B010,Inactive,20756.73
A000834,C00411,Business,2023-06-03,B010,Closed,65363.14
A000835,C00525,Salary,2022-07-10,B006,Active,341418.25
A000836,C00461,Salary,2020-12-17,B001,Closed,488738.39
A000837,C00759,Current,2025-12-30,B009,Active,78126.55
A000838,C00298,Business,2025-06-15,B003,Closed,200240.93
A000839,C00229,Business,2025-10-26,B008,Closed,47658.06
A000840,C00480,Business,2021-05-30,B002,Active,90956.41
A000841,C00940,Business,2025-06-03,B007,Active,201358.71
A000842,C00325,Salary,2025-11-29,B010,Inactive,107104.96
A000843,C00118,Salary,2021-04-18,B008,Active,272995.53
A000844,C00150,Current,2021-05-14,B006,Closed,16630.3
A000845,C00793,Business,2019-11-23,B001,Inactive,394990.01
A000846,C00219,Savings,2021-04-29,B004,Active,476369.86
A000847,C00277,Salary,2021-11-22,B003,Active,71727.21
A000848,C00415,Savings,2023-07-26,B005,Closed,226259.05
A000849,C00538,Current,2021-12-05,B005,Active,415444.0
A000850,C00917,Business,2025-08-07,B006,Inactive,83102.11
A000851,C00965,Business,2022-09-20,B008,Inactive,268217.64
A000852,C00989,Business,2024-10-31,B006,Closed,285588.12
A000853,C00575,Current,2026-07-11,B002,Closed,334313.28
A000854,C00332,Salary,2025-01-05,B001,Active,448354.06
A000855,C00512,Salary,2024-12-24,B002,Closed,203786.93
A000856,C00740,Savings,2020-10-18,B008,Active,317512.23
A000857,C00100,Savings,2020-02-24,B004,Closed,489536.96
A000858,C00714,Current,2021-12-03,B010,Inactive,108852.51
A000859,C00976,Current,2024-04-13,B010,Active,185757.95
A000860,C00017,Salary,2022-07-22,B005,Closed,409706.71
A000861,C00717,Business,2025-03-28,B008,Inactive,205783.02
A000862,C00849,Business,2022-09-08,B009,Inactive,57576.62
A000863,C00470,Business,2024-08-30,B006,Active,276824.03
A000864,C00556,Business,2024-10-23,B007,Inactive,422700.71
A000865,C00650,Salary,2021-09-24,B010,Active,497686.25
A000866,C00092,Savings,2025-06-21,B010,Inactive,52733.98
A000867,C00103,Business,2020-07-11,B009,Closed,403129.45
A000868,C00873,Business,2023-05-21,B004,Active,388663.25
A000869,C00391,Savings,2020-06-13,B004,Inactive,475325.2
A000870,C00991,Business,2022-09-14,B007,Closed,352213.64
A000871,C00008,Salary,2022-03-13,B004,Closed,142518.61
A000872,C00315,Business,2023-09-02,B004,Active,450193.44
A000873,C00034,Savings,2021-12-26,B001,Active,395464.55
A000874,C00840,Salary,2020-10-25,B006,Active,479621.14
A000875,C00248,Business,2021-10-24,B004,Closed,322572.74
A000876,C00821,Business,2026-01-21,B003,Closed,195815.44
A000877,C00413,Salary,2024-09-08,B009,Active,219263.39
A000878,C00728,Current,2025-07-09,B009,Active,316089.09
A000879,C00864,Salary,2022-03-29,B009,Active,474401.45
A000880,C00096,Savings,2024-05-08,B001,Inactive,6757.52
A000881,C00157,Savings,2019-12-25,B010,Closed,272292.57
A000882,C00586,Business,2025-10-02,B001,Closed,367350.41
A000883,C00650,Salary,2021-07-19,B003,Active,326608.84
A000884,C00305,Current,2024-02-24,B009,Active,363430.0
A000885,C00789,Salary,2022-05-25,B001,Inactive,42398.72
A000886,C00643,Savings,2025-01-09,B010,Active,56354.83
A000887,C00126,Savings,2019-12-15,B003,Inactive,131735.34
A000888,C00096,Savings,2024-08-11,B008,Inactive,456446.85
A000889,C00401,Savings,2024-04-21,B008,Active,207458.82
A000890,C00983,Savings,2021-03-07,B004,Closed,210533.65
A000891,C00649,Business,2023-02-13,B003,Active,150078.74
A000892,C00676,Savings,2024-08-19,B002,Inactive,496876.05
A000893,C00629,Savings,2021-03-17,B003,Closed,371106.72
A000894,C00198,Savings,2025-04-09,B009,Active,259479.47
A000895,C00222,Salary,2024-12-04,B002,Active,15719.31
A000896,C00226,Savings,2025-01-30,B003,Inactive,137559.57
A000897,C00977,Savings,2024-05-26,B006,Closed,276197.06
A000898,C00479,Business,2023-05-03,B007,Closed,473226.49
A000899,C00257,Current,2024-06-21,B004,Closed,423171.85
A000900,C00985,Business,2023-06-26,B002,Closed,396783.46
A000901,C00320,Current,2020-01-18,B004,Closed,244428.06
A000902,C00434,Salary,2021-08-19,B006,Closed,54672.0
A000903,C00440,Current,2022-05-05,B010,Inactive,187606.28
A000904,C00461,Current,2025-11-30,B001,Closed,127278.77
A000905,C00301,Salary,2022-01-15,B007,Active,58210.33
A000906,C00440,Current,2023-01-07,B006,Active,37247.53
A000907,C00381,Current,2022-06-20,B006,Active,5806.87
A000908,C00735,Salary,2026-07-07,B004,Inactive,284167.16
A000909,C00921,Current,2023-01-11,B009,Active,193409.85
A000910,C00218,Current,2019-11-21,B002,Closed,139746.19
A000911,C00588,Business,2025-10-18,B007,Inactive,406883.84
A000912,C00202,Savings,2024-05-31,B008,Inactive,24349.13
A000913,C00432,Savings,2023-07-23,B002,Inactive,86398.72
A000914,C00606,Business,2022-12-21,B004,Closed,11613.08
A000915,C00660,Savings,2026-06-08,B008,Inactive,66397.97
