transaction_id,account_id,transaction_date,transaction_type,transaction_amount,currency,transaction_status,channel
T0002163,A000482,2025-05-24 00:09:49.530779,Fee,149468.45,INR,SUCCESS,Branch
T0002164,A000637,2026-02-07 01:35:19.530779,Transfer,8218.28,INR,FAILED,Mobile
T0002165,A000903,2025-01-26 14:40:34.530779,Withdrawal,169207.02,INR,SUCCESS,Mobile
T0002166,A000470,2025-04-28 09:38:17.530779,Fee,229947.48,INR,PENDING,Online
T0002167,A000705,2025-08-01 17:42:33.530779,Deposit,164426.92,INR,PENDING,Mobile
T0002168,A000757,2024-11-17 04:43:03.530779,Fee,203995.95,INR,FAILED,ATM
T0002169,A001392,2025-09-30 01:06:40.530779,Withdrawal,138288.96,INR,PENDING,Mobile
T0002170,A000523,2025-01-07 08:23:50.530779,Withdrawal,117898.03,INR,FAILED,Branch
T0002171,A000379,2025-10-12 16:24:57.530779,Fee,152447.51,INR,SUCCESS,ATM
T0002172,A000050,2025-07-16 20:55:39.530779,Interest,71380.87,INR,FAILED,Mobile
T0002173,A001449,2024-12-16 18:24:37.530779,Withdrawal,161759.5,INR,SUCCESS,Branch
T0002174,A000461,2026-06-11 12:59:30.530779,Deposit,221661.0,INR,PENDING,Mobile
T0002175,A000991,2026-08-01 20:44:15.530779,Payment,29763.71,INR,PENDING,Online
T0002176,A000836,2025-08-14 00:00:15.530779,Withdrawal,170861.65,INR,SUCCESS,Branch
T0002177,A000799,2026-06-01 04:02:06.530779,Transfer,202243.57,INR,FAILED,Mobile
T0002178,A000229,2025-03-04 17:58:11.530779,Payment,35399.52,INR,PENDING,Online
T0002179,A001002,2024-11-13 17:45:29.530779,Withdrawal,205042.22,INR,SUCCESS,Mobile
T0002180,A001127,2024-12-29 21:02:42.530779,Withdrawal,99327.85,INR,SUCCESS,ATM
T0002181,A001392,2025-12-17 07:21:36.530779,Payment,108843.85,INR,FAILED,Online
T0002182,A000281,2024-10-17 12:29:57.530779,Fee,128509.81,INR,FAILED,Branch
T0002183,A001318,2024-09-21 15:31:28.530779,Transfer,86629.65,INR,PENDING,Online
T0002184,A000116,2025-10-07 06:35:00.530779,Transfer,68613.6,INR,SUCCESS,Online
T0002185,A000269,2025-03-19 23:38:35.530779,Interest,94383.2,INR,PENDING,Mobile
T0002186,A001137,2026-04-16 17:25:42.530779,Fee,8650.36,INR,SUCCESS,ATM
T0002187,A000114,2026-07-05 12:02:04.530779,Withdrawal,148651.89,INR,PENDING,Branch
T0002188,A000097,2025-12-27 13:52:08.530779,Withdrawal,162178.65,INR,SUCCESS,ATM
T0002189,A001473,2024-09-28 21:26:29.530779,Withdrawal,68358.31,INR,PENDING,Branch
T0002190,A000610,2026-08-16 12:05:56.530779,Interest,17294.97,INR,PENDING,Mobile
T0002191,A001110,2025-05-23 14:51:54.530779,Fee,24154.94,INR,SUCCESS,Mobile
T0002192,A000915,2026-04-05 04:14:27.530779,Withdrawal,18010.57,INR,FAILED,Online
T0002193,A000576,2025-05-27 08:20:00.530779,Payment,15120.6,INR,PENDING,ATM
T0002194,A000006,2025-03-02 04:51:01.530779,Deposit,58831.85,INR,PENDING,Mobile
T0002195,A000356,2025-09-25 08:01:24.530779,Deposit,192759.96,INR,PENDING,Mobile
T0002196,A001377,2026-08-22 02:13:30.530779,Payment,130790.67,INR,PENDING,Branch
T0002197,A000019,2025-05-05 14:33:03.530779,Withdrawal,134414.01,INR,PENDING,Online
T0002198,A000503,2026-07-16 16:51:53.530779,Interest,95155.87,INR,SUCCESS,Branch
T0002199,A001447,2026-02-24 21:00:06.530779,Transfer,162039.21,INR,FAILED,Branch
T0002200,A000088,2025-03-27 01:06:36.530779,Deposit,88461.69,INR,SUCCESS,ATM
T0002201,A000104,2026-09-05 03:03:35.530779,Payment,228339.85,INR,FAILED,Online
T0002202,A000551,2025-12-08 08:13:11.530779,Fee,91359.44,INR,SUCCESS,ATM
T0002203,A000444,2025-01-04 05:59:37.530779,Payment,1704.3,INR,FAILED,Online
T0002204,A000165,2025-01-10 20:41:49.530779,Fee,66281.37,INR,PENDING,ATM
T0002205,A000745,2025-09-25 08:52:43.530779,Payment,151416.43,INR,SUCCESS,Branch
T0002206,A000798,2025-09-07 11:45:03.530779,Deposit,150049.95,INR,FAILED,Branch
T0002207,A000484,2026-02-12 02:16:41.530779,Payment,111592.19,INR,PENDING,Online
T0002208,A001025,2026-08-25 17:40:15.530779,Payment,187545.88,INR,FAILED,Mobile
T0002209,A000821,2026-05-11 12:19:53.530779,Deposit,33704.56,INR,FAILED,Branch
T0002210,A000449,2025-12-15 19:13:55.530779,Deposit,93126.6,INR,FAILED,Mobile
T0002211,A000401,2026-01-02 03:00:48.530779,Fee,211532.23,INR,PENDING,Branch
T0002212,A000340,2025-07-10 01:07:24.530779,Interest,35033.49,INR,PENDING,ATM
T0002213,A000141,2026-08-04 13:17:34.530779,Transfer,74350.13,INR,FAILED,Branch
T0002214,A000869,2025-03-19 17:25:25.530779,Withdrawal,181907.56,INR,SUCCESS,ATM
T0002215,A000147,2026-08-17 03:27:01.530779,Payment,104082.38,INR,SUCCESS,ATM
T0002216,A001375,2025-03-17 22:13:43.530779,Deposit,93710.86,INR,FAILED,Mobile
T0002217,A000813,2025-01-13 21:18:34.530779,Fee,184306.78,INR,SUCCESS,Branch
T0002218,A000056,2025-06-15 16:52:34.530779,Transfer,97135.71,INR,FAILED,Branch
T0002219,A000990,2026-05-20 18:00:59.530779,Deposit,54191.01,INR,PENDING,Mobile
T0002220,A000570,2024-09-23 00:27:35.530779,Fee,55050.34,INR,PENDING,Mobile
T0002221,A001414,2025-11-05 07:41:40.530779,Deposit,191400.41,INR,PENDING,Mobile
T0002222,A000233,2025-02-15 21:03:03.530779,Interest,160997.88,INR,FAILED,Online
T0002223,A001226,2025-10-17 11:26:16.530779,Withdrawal,70111.87,INR,SUCCESS,ATM
T0002224,A001405,2024-11-10 13:09:34.530779,Withdrawal,144794.45,INR,SUCCESS,Branch
T0002225,A001052,2025-03-13 04:05:59.530779,Withdrawal,70263.38,INR,SUCCESS,Mobile
T0002226,A001099,2024-10-10 02:36:54.530779,Deposit,111642.87,INR,PENDING,Branch
T0002227,A000984,2026-07-19 01:22:27.530779,Transfer,169318.58,INR,PENDING,ATM
T0002228,A000584,2026-05-03 16:47:54.530779,Fee,153613.67,INR,PENDING,Online
T0002229,A000277,2025-08-09 05:17:57.530779,Deposit,122634.1,INR,SUCCESS,ATM
T0002230,A000688,2026-04-02 14:19:42.530779,Payment,89050.94,INR,PENDING,Online
T0002231,A001095,2026-04-09 21:59:44.530779,Interest,25591.17,INR,SUCCESS,Branch
T0002232,A000433,2024-12-07 17:21:40.530779,Interest,200217.09,INR,PENDING,ATM
T0002233,A000194,2025-11-10 08:17:08.530779,Payment,50109.05,INR,SUCCESS,Mobile
T0002234,A000751,2026-05-23 16:12:48.530779,Transfer,112212.97,INR,SUCCESS,Branch
T0002235,A001223,2025-01-03 14:40:05.530779,Transfer,152239.73,INR,SUCCESS,Branch
T0002236,A000146,2026-04-17 17:53:33.530779,Deposit,143532.29,INR,SUCCESS,Online
T0002237,A000342,2025-10-26 18:44:25.530779,Interest,11935.55,INR,SUCCESS,Online
T0002238,A000873,2026-02-13 02:13:39.530779,Payment,87079.95,INR,PENDING,Mobile
T0002239,A000455,2025-01-15 13:35:34.530779,Interest,48698.04,INR,SUCCESS,Mobile
T0002240,A001258,2024-12-07 16:32:55.530779,Fee,82422.79,INR,PENDING,Online
T0002241,A001412,2024-11-05 10:43:59.530779,Fee,208714.97,INR,SUCCESS,Branch
T0002242,A001232,2026-08-09 05:22:34.530779,Transfer,187458.8,INR,FAILED,ATM
T0002243,A000700,2026-02-17 07:37:04.530779,Interest,105332.38,INR,SUCCESS,Online
T0002244,A000571,2025-02-23 16:58:19.530779,Interest,54535.03,INR,PENDING,Mobile
T0002245,A000701,2025-02-15 11:09:30.530779,Deposit,109542.55,INR,FAILED,Online
T0002246,A000661,2026-05-27 06:08:15.530779,Fee,220158.09,INR,SUCCESS,ATM
T0002247,A000368,2026-02-07 14:45:22.530779,Deposit,204743.23,INR,SUCCESS,Mobile
T0002248,A000249,2025-11-09 00:47:16.530779,Interest,135545.8,INR,SUCCESS,ATM
T0002249,A000201,2025-09-21 08:49:48.530779,Withdrawal,180859.64,INR,PENDING,ATM
T0002250,A000193,2025-08-11 07:56:23.530779,Transfer,97463.99,INR,SUCCESS,Mobile
T0002251,A001225,2024-09-28 16:33:07.530779,Payment,130376.98,INR,PENDING,ATM
T0002252,A001333,2026-06-18 01:06:32.530779,Fee,107219.39,INR,PENDING,ATM
T0002253,A001103,2025-09-26 20:31:14.530779,Payment,33989.28,INR,FAILED,Online
T0002254,A001240,2026-04-18 21:41:06.530779,Withdrawal,175684.29,INR,FAILED,Branch
T0002255,A000674,2026-07-03 06:16:50.530779,Interest,236432.44,INR,SUCCESS,Branch
T0002256,A000132,2025-11-04 17:55:58.530779,Deposit,219348.47,INR,SUCCESS,Branch
T0002257,A000928,2025-04-04 15:02:27.530779,Deposit,119606.94,INR,SUCCESS,Online
T0002258,A000464,2026-01-23 23:20:41.530779,Interest,73504.19,INR,SUCCESS,Mobile
T0002259,A001333,2025-07-29 04:15:25.530779,Withdrawal,161620.2,INR,PENDING,ATM
T0002260,A001076,2024-12-25 21:53:00.530779,Interest,57460.58,INR,SUCCESS,Branch
T0002261,A000379,2026-08-10 08:22:20.530779,Interest,58748.65,INR,FAILED,ATM
T0002262,A001115,2024-10-04 02:51:24.530779,Deposit,162238.5,INR,FAILED,ATM
T0002263,A000608,2025-06-21 05:33:10.530779,Fee,218166.53,INR,FAILED,Mobile
T0002264,A000323,2026-08-06 00:33:04.530779,Interest,69949.7,INR,FAILED,Online
T0002265,A000631,2026-09-04 21:18:29.530779,Payment,102897.05,INR,PENDING,Online
T0002266,A000873,2025-01-18 18:10:14.530779,Interest,16374.9,INR,FAILED,Branch
T0002267,A001255,2025-06-26 23:43:22.530779,Fee,71323.29,INR,FAILED,Branch
T0002268,A001272,2025-09-14 06:26:03.530779,Fee,155048.31,INR,SUCCESS,Mobile
T0002269,A000656,2026-01-11 00:50:47.530779,Transfer,207721.42,INR,SUCCESS,ATM
T0002270,A001402,2025-08-18 02:49:39.530779,Interest,155934.94,INR,PENDING,Mobile
T0002271,A001367,2025-10-19 02:11:58.530779,Deposit,6887.63,INR,SUCCESS,ATM
T0002272,A001263,2025-10-17 11:03:45.530779,Transfer,45391.53,INR,PENDING,Mobile
T0002273,A000358,2024-10-26 22:31:07.530779,Withdrawal,120123.2,INR,PENDING,Branch
T0002274,A001360,2025-12-07 20:39:31.530779,Payment,150027.1,INR,SUCCESS,ATM
T0002275,A001101,2025-05-17 07:51:56.530779,Payment,23408.31,INR,FAILED,Online
T0002276,A001110,2024-11-25 22:11:19.530779,Withdrawal,152246.57,INR,SUCCESS,Mobile
T0002277,A000575,2025-07-29 04:02:47.530779,Interest,157768.43,INR,SUCCESS,ATM
T0002278,A000870,2024-09-22 13:12:41.530779,Interest,44500.9,INR,PENDING,Mobile
T0002279,A000392,2025-06-23 14:21:39.530779,Withdrawal,201507.76,INR,PENDING,Mobile
T0002280,A000428,2025-05-21 08:47:56.530779,Payment,92794.66,INR,PENDING,Branch
T0002281,A000522,2025-12-10 21:43:19.530779,Interest,9416.9,INR,FAILED,ATM
T0002282,A000583,2025-07-11 05:49:38.530779,Withdrawal,181891.85,INR,SUCCESS,Branch
T0002283,A001136,2026-06-17 04:17:29.530779,Transfer,85947.0,INR,FAILED,ATM
T0002284,A000045,2025-04-17 11:48:32.530779,Fee,215506.01,INR,SUCCESS,ATM
T0002285,A000983,2026-06-05 09:19:53.530779,Interest,216420.64,INR,SUCCESS,Branch
T0002286,A000581,2026-06-01 14:47:30.530779,Transfer,52461.37,INR,PENDING,Online
T0002287,A000673,2026-01-14 14:10:10.530779,Deposit,64727.71,INR,SUCCESS,Mobile
T0002288,A001213,2024-09-24 00:47:57.530779,Fee,85121.72,INR,SUCCESS,Branch
T0002289,A000584,2025-04-25 09:25:59.530779,Interest,182458.49,INR,PENDING,Branch
T0002290,A001058,2026-08-03 13:09:57.530779,Payment,107481.9,INR,PENDING,ATM
T0002291,A000837,2025-12-31 00:01:34.530779,Interest,26712.28,INR,PENDING,Online
T0002292,A000106,2025-12-07 20:42:02.530779,Deposit,211585.21,INR,PENDING,Branch
T0002293,A000054,2024-12-13 02:22:14.530779,Withdrawal,199625.36,INR,FAILED,Branch
T0002294,A000804,2025-01-03 11:41:19.530779,Payment,207334.39,INR,FAILED,Branch
T0002295,A001337,2025-08-18 23:25:51.530779,Transfer,19235.74,INR,PENDING,Branch
T0002296,A000788,2024-10-10 02:55:17.530779,Payment,165580.37,INR,FAILED,Mobile
T0002297,A001422,2025-04-17 09:46:20.530779,Withdrawal,242417.22,INR,FAILED,Branch
T0002298,A000672,2026-05-02 18:15:25.530779,Deposit,220747.56,INR,FAILED,ATM
T0002299,A000687,2024-10-07 22:56:19.530779,Payment,102191.27,INR,PENDING,Mobile
T0002300,A000637,2026-01-29 11:55:23.530779,Deposit,34015.03,INR,PENDING,ATM
T0002301,A000891,2025-03-21 19:51:15.530779,Deposit,117960.05,INR,PENDING,Mobile
T0002302,A000255,2025-08-25 15:39:24.530779,Transfer,239745.6,INR,SUCCESS,ATM
T0002303,A001104,2024-11-16 08:11:36.530779,Transfer,217836.19,INR,FAILED,Branch
T0002304,A000617,2025-03-15 13:07:59.530779,Fee,248179.82,INR,SUCCESS,Branch
T0002305,A001325,2025-06-02 18:15:48.530779,Transfer,143285.26,INR,PENDING,Branch
T0002306,A001375,2026-04-15 01:18:50.530779,Payment,49046.0,INR,PENDING,ATM
T0002307,A001475,2025-05-04 00:07:08.530779,Deposit,5531.74,INR,SUCCESS,Mobile
T0002308,A001184,2025-12-13 19:25:39.530779,Payment,150310.44,INR,SUCCESS,Mobile
T0002309,A001317,2024-09-21 10:07:53.530779,Fee,214927.63,INR,SUCCESS,Branch
T0002310,A001074,2026-01-03 12:10:56.530779,Payment,189770.77,INR,SUCCESS,Mobile
T0002311,A000850,2025-10-21 11:21:17.530779,Withdrawal,12996.21,INR,SUCCESS,Branch
T0002312,A000623,2025-04-28 08:40:01.530779,Interest,70386.6,INR,PENDING,ATM
T0002313,A001225,2025-11-06 17:56:57.530779,Payment,186827.39,INR,PENDING,Mobile
T0002314,A001101,2025-05-16 03:15:01.530779,Deposit,168598.88,INR,SUCCESS,Mobile
T0002315,A000901,2025-05-05 12:55:44.530779,Interest,105477.56,INR,FAILED,Online
T0002316,A000255,2025-12-23 07:25:59.530779,Payment,75433.14,INR,FAILED,Branch
T0002317,A000355,2026-01-05 15:00:44.530779,Interest,103427.76,INR,SUCCESS,Branch
T0002318,A000911,2025-05-28 13:42:59.530779,Fee,78359.11,INR,SUCCESS,Branch
T0002319,A001016,2026-02-09 09:04:34.530779,Transfer,153357.61,INR,PENDING,ATM
T0002320,A000585,2026-07-17 08:08:47.530779,Fee,178244.25,INR,SUCCESS,ATM
T0002321,A000942,2025-04-02 15:40:19.530779,Transfer,219556.59,INR,SUCCESS,Mobile
T0002322,A000954,2026-01-20 13:36:10.530779,Payment,139437.41,INR,FAILED,Online
T0002323,A000047,2025-06-18 04:54:04.530779,Payment,105370.48,INR,FAILED,Online
T0002324,A000912,2025-08-01 21:09:25.530779,Transfer,50010.34,INR,SUCCESS,Online
T0002325,A000426,2025-08-10 16:35:04.530779,Interest,194261.24,INR,SUCCESS,Online
T0002326,A001470,2024-10-23 22:51:10.530779,Deposit,142786.75,INR,FAILED,Online
T0002327,A000816,2025-11-12 12:59:42.530779,Transfer,181520.53,INR,SUCCESS,Mobile
T0002328,A000704,2025-07-14 09:01:08.530779,Withdrawal,131380.9,INR,FAILED,Branch
T0002329,A000701,2025-09-29 08:23:08.530779,Withdrawal,228455.65,INR,PENDING,Mobile
T0002330,A000066,2025-11-15 15:04:44.530779,Interest,170916.22,INR,PENDING,Online
T0002331,A000956,2024-10-27 08:54:13.530779,Deposit,213881.25,INR,PENDING,Online
T0002332,A000503,2024-11-30 01:36:40.530779,Transfer,146270.09,INR,PENDING,ATM
T0002333,A000162,2025-11-25 02:15:41.530779,Fee,172389.78,INR,PENDING,Branch
T0002334,A000178,2025-08-07 02:21:16.530779,Fee,25540.4,INR,FAILED,Mobile
T0002335,A000823,2025-12-22 09:30:10.530779,Payment,19217.55,INR,PENDING,ATM
T0002336,A000871,2026-01-14 15:45:54.530779,Deposit,127730.6,INR,PENDING,Branch
T0002337,A001370,2026-02-25 17:09:18.530779,Deposit,70237.97,INR,FAILED,Branch
T0002338,A000786,2025-11-03 23:07:39.530779,Fee,221370.99,INR,PENDING,Online
T0002339,A000756,2025-10-06 04:16:39.530779,Payment,85839.05,INR,PENDING,ATM
T0002340,A001315,2024-10-07 18:36:27.530779,Fee,17043.07,INR,PENDING,Mobile
T0002341,A001417,2026-09-08 07:54:01.530779,Withdrawal,1001.86,INR,SUCCESS,Mobile
T0002342,A000586,2026-02-10 14:49:23.530779,Deposit,78954.88,INR,FAILED,Mobile
T0002343,A000865,2026-06-20 18:54:32.530779,Withdrawal,228664.98,INR,SUCCESS,ATM
T0002344,A000138,2024-11-15 12:20:17.530779,Withdrawal,218930.08,INR,PENDING,Branch
T0002345,A000632,2025-10-10 00:36:09.530779,Payment,76951.33,INR,SUCCESS,Mobile
T0002346,A000185,2026-04-08 20:56:19.530779,Transfer,113500.36,INR,PENDING,ATM
T0002347,A000933,2025-03-10 08:56:14.530779,Transfer,216199.53,INR,SUCCESS,Online
T0002348,A001241,2025-03-31 11:20:46.530779,Transfer,70578.29,INR,SUCCESS,Mobile
T0002349,A000985,2025-05-09 17:47:57.530779,Interest,56492.51,INR,FAILED,Online
T0002350,A000848,2026-03-24 14:13:17.530779,Transfer,231425.23,INR,FAILED,Branch
T0002351,A000418,2025-07-26 02:54:23.530779,Deposit,242346.69,INR,FAILED,Online
T0002352,A000018,2026-02-19 06:16:13.530779,Withdrawal,88899.84,INR,FAILED,Mobile
T0002353,A000652,2025-06-20 14:39:46.530779,Fee,203697.22,INR,FAILED,Mobile
T0002354,A001102,2026-06-18 18:37:29.530779,Transfer,159460.09,INR,PENDING,Online
T0002355,A001234,2026-02-02 19:28:04.530779,Transfer,85997.43,INR,PENDING,Online
T0002356,A000622,2026-05-04 18:27:12.530779,Interest,221559.56,INR,SUCCESS,Mobile
T0002357,A000677,2026-04-10 13:05:11.530779,Transfer,201932.0,INR,SUCCESS,Branch
T0002358,A001272,2026-01-04 11:59:46.530779,Withdrawal,53861.53,INR,SUCCESS,Online
T0002359,A000638,2026-05-14 07:27:05.530779,Fee,190574.93,INR,PENDING,Online
T0002360,A001500,2026-04-03 00:55:25.530779,Deposit,248188.86,INR,PENDING,Online
T0002361,A000388,2025-06-11 13:27:11.530779,Transfer,31871.11,INR,PENDING,Mobile
T0002362,A000211,2025-08-05 05:08:41.530779,Interest,152105.71,INR,FAILED,Branch
T0002363,A001204,2025-05-25 01:19:23.530779,Interest,230942.86,INR,SUCCESS,Online
T0002364,A000317,2026-03-01 10:52:33.530779,Payment,226160.22,INR,FAILED,Online
T0002365,A001483,2024-12-18 10:11:45.530779,Payment,22121.46,INR,SUCCESS,Online
T0002366,A000730,2025-08-26 22:46:17.530779,Transfer,49024.72,INR,SUCCESS,Online
T0002367,A000080,2025-08-14 07:33:53.530779,Withdrawal,14815.63,INR,FAILED,ATM
T0002368,A000904,2024-09-30 15:48:18.530779,Fee,22078.93,INR,PENDING,Online
T0002369,A000835,2024-11-07 21:52:49.530779,Transfer,153516.45,INR,FAILED,ATM
T0002370,A000834,2025-08-13 16:03:14.530779,Interest,209868.61,INR,FAILED,Mobile
T0002371,A000622,2025-07-29 11:16:53.530779,Deposit,195793.06,INR,PENDING,Mobile
T0002372,A000202,2026-05-24 20:56:50.530779,Withdrawal,101711.75,INR,PENDING,ATM
T0002373,A000113,2025-09-04 04:59:19.530779,Payment,76765.83,INR,SUCCESS,Online
T0002374,A000215,2024-10-13 14:41:50.530779,Interest,187078.44,INR,PENDING,Branch
T0002375,A000192,2026-08-27 21:51:06.530779,Deposit,14812.47,INR,PENDING,Mobile
T0002376,A000275,2025-03-02 08:32:00.530779,Interest,30962.12,INR,PENDING,Mobile
T0002377,A000258,2025-11-21 17:45:34.530779,Withdrawal,171784.82,INR,PENDING,Branch
T0002378,A000824,2025-09-19 22:39:33.530779,Withdrawal,162630.83,INR,FAILED,Branch
T0002379,A001084,2025-02-16 00:32:19.530779,Withdrawal,157893.66,INR,FAILED,Online
T0002380,A000708,2024-09-22 23:50:02.530779,Fee,57675.6,INR,PENDING,ATM
T0002381,A000272,2026-02-06 04:08:39.530779,Fee,156861.59,INR,SUCCESS,Mobile
T0002382,A000063,2025-02-28 04:44:11.530779,Deposit,240044.76,INR,PENDING,Branch
T0002383,A000696,2025-06-20 19:46:35.530779,Fee,123387.11,INR,SUCCESS,ATM
T0002384,A000949,2025-04-03 19:41:26.530779,Deposit,36272.54,INR,FAILED,Online
T0002385,A000382,2025-07-19 11:36:51.530779,Interest,202869.37,INR,FAILED,Online
T0002386,A001294,2026-09-13 04:47:47.530779,Fee,99918.47,INR,FAILED,Online
T0002387,A000059,2025-07-11 19:32:31.530779,Withdrawal,197844.6,INR,SUCCESS,ATM
T0002388,A000735,2024-10-03 14:39:59.530779,Transfer,221613.58,INR,FAILED,Branch
T0002389,A000699,2025-11-02 21:31:44.530779,Deposit,179532.47,INR,SUCCESS,ATM
T0002390,A001030,2024-12-14 22:31:58.530779,Interest,146147.47,INR,FAILED,Branch
T0002391,A000419,2025-10-26 08:52:49.530779,Deposit,23532.71,INR,FAILED,ATM
T0002392,A000884,2026-06-24 12:19:59.530779,Withdrawal,55217.34,INR,PENDING,Branch
T0002393,A001046,2026-03-17 17:56:55.530779,Payment,182028.51,INR,FAILED,ATM
T0002394,A001277,2025-11-29 21:45:37.530779,Withdrawal,18609.82,INR,FAILED,Online
T0002395,A000263,2025-11-20 22:59:28.530779,Withdrawal,210852.14,INR,SUCCESS,Online
T0002396,A001139,2024-12-29 06:28:31.530779,Payment,2379.47,INR,FAILED,Branch
T0002397,A001363,2026-05-16 09:31:04.530779,Payment,225647.44,INR,SUCCESS,Online
T0002398,A000035,2025-04-27 17:57:32.530779,Withdrawal,82384.82,INR,PENDING,ATM
T0002399,A000661,2026-03-07 20:47:46.530779,Interest,61548.38,INR,SUCCESS,ATM
T0002400,A001207,2025-08-01 02:06:08.530779,Interest,188396.05,INR,FAILED,Branch
T0002401,A000741,2026-04-19 01:10:07.530779,Withdrawal,76975.61,INR,SUCCESS,Mobile
T0002402,A000191,2026-05-15 12:28:42.530779,Interest,102268.96,INR,SUCCESS,Online
T0002403,A001493,2026-04-20 11:29:39.530779,Withdrawal,31611.03,INR,PENDING,Branch
T0002404,A001140,2026-02-06 23:42:50.530779,Transfer,216146.41,INR,PENDING,Branch
T0002405,A000848,2026-06-23 18:40:45.530779,Transfer,95061.46,INR,PENDING,Mobile
T0002406,A000753,2026-05-20 05:30:07.530779,Interest,234821.34,INR,PENDING,Mobile
T0002407,A000338,2025-03-01 18:33:48.530779,Interest,134176.68,INR,SUCCESS,Online
T0002408,A000316,2026-03-13 07:22:42.530779,Withdrawal,93441.8,INR,SUCCESS,Branch
T0002409,A000703,2026-02-24 18:09:07.530779,Payment,133840.94,INR,FAILED,Branch
T0002410,A001309,2026-01-29 14:20:19.530779,Payment,125645.22,INR,PENDING,Branch
T0002411,A001130,2025-07-02 11:13:25.530779,Withdrawal,119959.54,INR,FAILED,ATM
T0002412,A001178,2026-05-01 11:16:42.530779,Payment,83747.27,INR,SUCCESS,Mobile
T0002413,A000411,2025-09-20 22:35:30.530779,Deposit,234413.31,INR,FAILED,ATM
T0002414,A001229,2026-08-21 11:26:06.530779,Interest,39744.32,INR,PENDING,Branch
T0002415,A001452,2025-06-28 18:59:49.530779,Payment,241345.46,INR,SUCCESS,Online
T0002416,A000597,2026-09-12 22:35:21.530779,Fee,96504.35,INR,SUCCESS,Branch
T0002417,A000247,2025-12-18 11:11:51.530779,Interest,163013.24,INR,PENDING,Branch
T0002418,A000686,2025-11-28 08:47:33.530779,Withdrawal,67128.38,INR,FAILED,ATM
T0002419,A000734,2025-08-11 02:02:54.530779,Interest,109013.99,INR,SUCCESS,Branch
T0002420,A001227,2025-12-15 18:42:12.530779,Payment,59471.95,INR,PENDING,Online
T0002421,A000424,2024-11-10 20:01:35.530779,Transfer,184125.85,INR,SUCCESS,Online
T0002422,A000393,2025-01-10 13:50:49.530779,Deposit,21556.79,INR,PENDING,ATM
T0002423,A001336,2026-05-02 16:44:16.530779,Interest,38892.92,INR,FAILED,Mobile
T0002424,A000576,2025-01-27 18:31:09.530779,Fee,197990.89,INR,SUCCESS,ATM
T0002425,A000343,2026-07-30 21:16:54.530779,Payment,95454.44,INR,PENDING,Online
T0002426,A001065,2026-04-24 22:18:34.530779,Transfer,109029.89,INR,PENDING,Online
T0002427,A001037,2024-12-13 22:30:14.530779,Deposit,68721.12,INR,SUCCESS,Mobile
T0002428,A000011,2025-07-24 19:34:59.530779,Deposit,209642.49,INR,FAILED,Mobile
T0002429,A000768,2025-12-13 08:14:25.530779,Fee,99843.07,INR,PENDING,Branch
T0002430,A000669,2025-01-04 12:01:25.530779,Transfer,68214.15,INR,SUCCESS,ATM
T0002431,A000316,2025-05-28 20:45:23.530779,Payment,10321.64,INR,FAILED,Branch
T0002432,A001297,2025-06-20 14:05:53.530779,Interest,34532.75,INR,SUCCESS,Online
T0002433,A000423,2026-06-26 11:32:40.530779,Payment,231302.19,INR,FAILED,Online
T0002434,A001415,2025-01-07 21:14:56.530779,Withdrawal,177678.28,INR,FAILED,Branch
T0002435,A001399,2025-12-19 22:14:26.530779,Withdrawal,200774.59,INR,FAILED,Online
T0002436,A000732,2025-03-13 02:32:30.530779,Transfer,180691.45,INR,PENDING,Mobile
T0002437,A000041,2026-04-13 08:22:55.530779,Interest,124332.14,INR,FAILED,ATM
T0002438,A000183,2026-04-05 04:28:52.530779,Withdrawal,96630.71,INR,FAILED,ATM
T0002439,A000760,2025-04-30 21:32:30.530779,Payment,119475.36,INR,PENDING,ATM
T0002440,A000006,2025-07-12 13:49:34.530779,Payment,140338.55,INR,SUCCESS,Branch
T0002441,A001365,2025-09-06 02:25:17.530779,Fee,174272.14,INR,SUCCESS,Online
T0002442,A000768,2025-12-31 17:01:28.530779,Transfer,17223.57,INR,PENDING,ATM
T0002443,A000629,2025-07-23 02:55:24.530779,Fee,195210.06,INR,FAILED,Mobile
T0002444,A000880,2026-08-09 03:04:52.530779,Transfer,155016.14,INR,SUCCESS,Mobile
T0002445,A000689,2026-03-03 22:52:47.530779,Interest,142634.09,INR,FAILED,Branch
T0002446,A000718,2025-12-19 15:14:39.530779,Payment,195054.98,INR,PENDING,Online
T0002447,A000741,2026-01-25 00:06:41.530779,Transfer,75817.8,INR,PENDING,ATM
T0002448,A001308,2026-07-16 07:05:02.530779,Transfer,55741.51,INR,FAILED,Branch
T0002449,A000209,2026-07-25 17:21:54.530779,Transfer,214969.87,INR,PENDING,Mobile
T0002450,A001193,2025-02-10 23:31:35.530779,Transfer,191943.67,INR,SUCCESS,Branch
T0002451,A000612,2025-11-08 08:12:12.530779,Deposit,86508.98,INR,FAILED,Branch
T0002452,A000105,2026-01-10 03:58:47.530779,Interest,12029.9,INR,SUCCESS,ATM
T0002453,A000947,2026-07-10 08:36:49.530779,Payment,214716.18,INR,FAILED,ATM
T0002454,A001351,2025-05-24 02:02:30.530779,Transfer,173589.17,INR,FAILED,Mobile
T0002455,A000749,2025-03-16 12:15:34.530779,Payment,240484.87,INR,FAILED,Branch
